Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrent Month,SumOfBudget,BudgetVariance,BudgetVariancePercentage,SumOfPrevious Month,VarianceFromPreviousMonth,VarianceFromPreviousMonthPercentage
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Audit related consultancy,63101/1006 - Audit Fee,SAR,243727.5583,2193548.025,-1949820.467,-88.89 %,280146.6188,-36419.0605,-13.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Other finance related consultancy,63103/1001 - Other finance related consultancy,SAR,3646.117594,32815.05835,-29168.94076,-88.89 %,4051.241771,-405.124177,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Other finance related consultancy,63103/1004 - Quarterly Reviews,SAR,733.3303411,806.6633752,-73.3330341,-9.09 %,842.9084381,-109.578097,-13.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Debtors - Provision,Other Overheads - Provisions and write offs,Debtors - Provision,66101/0000 - Other,SAR,-229735.6418,-229735.6418,0,0.00 %,-153157.0946,-76578.5472,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Entertainment,65503/0000 - Other,SAR,2542.691203,22884.22083,-20341.52963,-88.89 %,2825.212448,-282.521245,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Gifts and Donations,65505/0000 - Other,SAR,1211.849192,10906.64273,-9694.793538,-88.89 %,1346.499102,-134.64991,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Other income,Other income,Other income,43403/0000 - Other,SAR,-2933606.148,-2933606.148,0,0.00 %,-2666914.68,-266691.468,10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Seconded staff cost and Allocations,Other Overheads - Staff,ESR Cost allocation - Staff costs,61405/0000 - Other,SAR,5923.990126,53315.91113,-47391.921,-88.89 %,3949.32675,1974.663376,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,70831.30162,77914.43178,-7083.13016,-9.09 %,47220.86774,23610.43388,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,56457.22172,56457.22172,0,0.00 %,37638.14782,18819.0739,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,246536.8905,271190.5795,-24653.689,-9.09 %,205447.4087,41089.4818,20.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,73959.97217,73959.97217,0,0.00 %,82177.74686,-8217.77469,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,59580.27092,536222.4382,-476642.1673,-88.89 %,68483.07002,-8902.7991,-13.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1012 - Other Allowance,SAR,2102798.779,2313078.657,-210279.878,-9.09 %,26958.95871,2075839.82,7700.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,927446.693,1020191.362,-92744.669,-9.09 %,843133.3573,84313.3357,10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Bonus,61104/0000 - Other,SAR,418758.7702,418758.7702,0,0.00 %,279172.5135,139586.2567,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Leave Pay,61106/0000 - Other,SAR,-580040.8618,-580040.8618,0,0.00 %,-7436.421305,-572604.4405,7700.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Flexi Benefit,61309/0000 - Other,SAR,117831.5799,129614.7379,-11783.158,-9.09 %,78554.38659,39277.19331,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Other staff cost,61305/1101 - Professional Membership Fee,SAR,9473.031418,10380.71544,-907.684022,-8.74 %,8004.245961,1468.785457,18.35 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1002 - Visa Cost      ,SAR,60543.8073,174927.6493,-114383.842,-65.39 %,53967.5763,6576.231,12.19 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1001 - Medical insurance,SAR,863709.2864,6697671.886,-5833962.6,-87.10 %,100104.8354,763604.451,762.80 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1002 - Life insurance,SAR,22321.55296,22321.55296,0,0.00 %,14881.03531,7440.51765,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Translations and Government fees   ,Other Overheads - G&A costs,Journal and magazines,65611/0000 - Other,SAR,165.1705566,165.1705566,0,0.00 %,137.6421305,27.5284261,20.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Other expenses,65404/0000 - Other,SAR,4039.497307,4039.497307,0,0.00 %,4488.330341,-448.833034,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1001 - Business Travel - Boarding & Lodging,SAR,3572.270197,3572.270197,0,0.00 %,3969.189108,-396.918911,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1002 - Business Travel - Air fare,SAR,3943.635548,35492.71993,-31549.08438,-88.89 %,4532.914423,-589.278875,-13.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1003 - Business Travel - Other travel expenses,SAR,6710.05386,7381.059246,-671.005386,-9.09 %,86.02633154,6624.027528,7700.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 146,Dividend income ,Other income,Dividend income - Related parties - ,43102/0000 - Other,SAR,-27131956.91,-29845152.6,2713195.69,-9.09 %,-347845.6014,-26784111.31,7700.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 146,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Solar Power 18,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-59577.73788,-65535.51167,5957.77379,-9.09 %,-49648.1149,-9929.62298,20.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Solar Power 19,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-29788.67145,-32767.5386,2978.86715,-9.09 %,-24823.89288,-4964.77857,20.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Solar Power 20,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-27306.28217,-27306.28217,0,0.00 %,-24823.89288,-2482.38929,10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 227,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-71445.10233,-131231.7307,59786.62837,-45.56 %,-61613.50987,-9831.59246,15.96 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 220,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-18449.40135,-51250.30691,32800.90556,-64.00 %,-20656.42729,2207.02594,-10.68 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 226,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-29680.04488,-29680.04488,0,0.00 %,-19786.69659,-9893.34829,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 223,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-50456.06822,-454104.614,403648.5458,-88.89 %,-33637.37882,-16818.6894,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 165,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-9094.017953,-81846.16158,72752.14363,-88.89 %,-8267.289048,-826.728905,10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 147,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 145,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 163,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 171,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 99,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 22,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-7574.057451,-7574.057451,0,0.00 %,-8415.61939,841.561939,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 137,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 17,Intercompany 210,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-3366.678636,-30300.10772,26933.42908,-88.89 %,-2244.452424,-1122.226212,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 22,Intercompany 202,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-6311.754937,-6311.754937,0,0.00 %,-4207.836625,-2103.918312,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 186,Intercompany 196,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-7574.033214,-7574.033214,0,0.00 %,-8415.59246,841.559246,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 183,Intercompany 150,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-12623.38869,-13885.72756,1262.33887,-9.09 %,-8415.59246,-4207.79623,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 187,Intercompany 195,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-3660.817864,-4026.89965,366.081786,-9.09 %,-4207.836625,547.018761,-13.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 24,Intercompany 198,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-239154.7217,-239154.7217,0,0.00 %,-159436.4811,-79718.2406,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 24,Intercompany 120,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-10098.71095,-11108.58205,1009.8711,-9.09 %,-8415.59246,-1683.11849,20.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 25,Intercompany 163,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-459490.7181,-4135416.463,3675925.745,-88.89 %,-5890.906643,-453599.8115,7700.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 26,Intercompany 237,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-7574.033214,-7574.033214,0,0.00 %,-8415.59246,841.559246,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 30,Intercompany 226,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-1893.490126,-2082.839138,189.349012,-9.09 %,-2103.877917,210.387791,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 32,Intercompany 171,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-22073.9605,-22073.9605,0,0.00 %,-18394.96709,-3678.99341,20.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 35,Intercompany 222,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-5867.728905,-52809.56014,46941.83124,-88.89 %,-3911.81927,-1955.909635,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 37,Intercompany 223,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-20211.52244,-181903.702,161692.1796,-88.89 %,-18374.11131,-1837.41113,10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 44,Intercompany 216,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-4026.808797,-4026.808797,0,0.00 %,-2684.539198,-1342.269599,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 45,Intercompany 154,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-3660.817864,-4026.89965,366.081786,-9.09 %,-4207.836625,547.018761,-13.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 50,Intercompany 176,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-10098.78366,-11108.66203,1009.87837,-9.09 %,-6732.522442,-3366.261218,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 51,Intercompany 184,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-10098.71095,-11108.58205,1009.8711,-9.09 %,-8415.59246,-1683.11849,20.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 53,Intercompany 218,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-4165.731598,-37491.58438,33325.85278,-88.89 %,-3787.028725,-378.702873,10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 55,Intercompany 156,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-2244.183124,-2244.183124,0,0.00 %,-2493.536804,249.35368,-10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 258,Intercompany 156,Revenue - Services,Revenue - Services,Revenue from development services - Related parties - ,41102/1001 - Development fee,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 57,Intercompany 157,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-3660.817864,-3660.817864,0,0.00 %,-4207.836625,547.018761,-13.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 67,Intercompany 137,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-63117.17235,-63117.17235,0,0.00 %,-42078.1149,-21039.05745,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 67,Intercompany 136,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-5049.40395,-5554.344345,504.940395,-9.09 %,-4207.836625,-841.567325,20.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 72,Intercompany 214,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-5049.40395,-5554.344345,504.940395,-9.09 %,-4207.836625,-841.567325,20.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 86,Intercompany 247,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-4628.620287,-4628.620287,0,0.00 %,-4207.836625,-420.783662,10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 89,Intercompany 207,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-1464.341203,-1610.775323,146.43412,-9.09 %,-1683.150808,218.809605,-13.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 97,Intercompany 99,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-9257.151706,-83314.36535,74057.21364,-88.89 %,-8415.59246,-841.559246,10.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 99,Intercompany 95,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-10098.71095,-11108.58205,1009.8711,-9.09 %,-8415.59246,-1683.11849,20.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 152,Intercompany 22,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-10519.5377,-11571.49147,1051.95377,-9.09 %,-7013.025135,-3506.512565,50.00 %
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 152,Intercompany 11,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-23142.96679,-23142.96679,0,0.00 %,-15428.64452,-7714.32227,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Tax related consultancy,63102/0000 - Other,SAR,30857.2678,30857.2678,0,0.00 %,28052.06164,2805.20616,10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Tax related consultancy,63102/1002 - Zakat consultancy,SAR,31149.01257,-45161.57989,76310.59246,-168.97 %,37402.75284,-6253.74027,-16.72 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Tax related consultancy,63102/1003 - Withholding tax consultancy,SAR,1464.317774,1464.317774,0,0.00 %,1683.123878,-218.806104,-13.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Tax related consultancy,63102/1005 - Corproate tax consultancy-International,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Tax related consultancy,63102/1006 - Tax & Zakat Compliance –KSA,SAR,0,-538.5996409,538.5996409,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Tax related consultancy,63102/1007 - Zakat consultancy & Tax audit- KSA,SAR,10519.52424,94675.71813,-84156.19389,-88.89 %,7013.016158,3506.508082,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Tax related consultancy,63102/1009 - VAT compliance and consulting- KSA,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Entertainment,65503/0000 - Other,SAR,175.4578097,193.0035907,-17.545781,-9.09 %,201.6756433,-26.2178336,-13.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Seconded staff cost and Allocations,Other Overheads - Staff,Allocation to BD projects,61402/0000 - Other,SAR,-157508.3842,-173259.2226,15750.8384,-9.09 %,-131256.9868,-26251.3974,20.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Seconded staff cost and Allocations,Other Overheads - Staff,ESR Cost allocation - Staff costs,61405/0000 - Other,SAR,11272.44913,12399.69405,-1127.24492,-9.09 %,10247.68103,1024.7681,10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,34008.31688,34008.31688,0,0.00 %,22672.21125,11336.10563,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,22551.56643,202964.0978,-180412.5314,-88.89 %,15034.37762,7517.18881,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,37013.25883,37013.25883,0,0.00 %,33648.41712,3364.84171,10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,16151.71275,145365.4147,-129213.702,-88.89 %,13459.76062,2691.95213,20.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,10093.98205,11103.38025,-1009.3982,-9.09 %,11215.53561,-1121.55356,-10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1012 - Other Allowance,SAR,4378.635548,4378.635548,0,0.00 %,5032.914423,-654.278875,-13.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,161514.7612,161514.7612,0,0.00 %,134595.6344,26919.1268,20.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Bonus,61104/0000 - Other,SAR,124763.7118,1122873.407,-998109.6952,-88.89 %,83175.8079,41587.9039,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Leave Pay,61106/0000 - Other,SAR,-24106.66966,-216960.0269,192853.3572,-88.89 %,-16071.11311,-8035.55655,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Flexi Benefit,61309/0000 - Other,SAR,30901.35548,30901.35548,0,0.00 %,20600.90365,10300.45183,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1002 - Visa Cost      ,SAR,171.6831239,171.6831239,0,0.00 %,197.336924,-25.6538001,-13.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1001 - Medical insurance,SAR,32.93776182,-78984.93677,79017.87453,-100.04 %,2454.835428,-2421.897666,-98.66 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1002 - Life insurance,SAR,2551.016158,2551.016158,0,0.00 %,2125.846798,425.16936,20.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Translations and Government fees   ,Other Overheads - G&A costs,Translations and Government fees   ,65601/1002 - Translations and other documents,SAR,3522.441652,3522.441652,0,0.00 %,3913.824057,-391.382405,-10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Other expenses,65404/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1001 - Business Travel - Boarding & Lodging,SAR,3970.074506,27763.51077,-23793.43626,-85.70 %,3383.842011,586.232495,17.32 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1002 - Business Travel - Air fare,SAR,6009.085458,5900.44991,108.635548,1.84 %,6948.617594,-939.532136,-13.52 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1003 - Business Travel - Other travel expenses,SAR,1960.399461,15938.89004,-13978.49058,-87.70 %,166.2238181,1794.175643,1079.37 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 182,Zakat expenses,Other Overheads - Tax and zakat,Zakat expenses,68201/0000 - Other,SAR,16391985.19,18031183.71,-1639198.52,-9.09 %,10927990.13,5463995.06,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 227,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-44661.73896,-49127.91285,4466.17389,-9.09 %,-51335.33214,6673.59318,-13.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 220,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-2034900.969,-2238391.066,203490.097,-9.09 %,-26088.47397,-2008812.495,7700.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 1,Intercompany 147,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-83314.58348,-83314.58348,0,0.00 %,-92571.75943,9257.17595,-10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 17,Intercompany 210,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-8331.463196,-9164.609515,833.146319,-9.09 %,-7574.057451,-757.405745,10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 22,Intercompany 202,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-46285.93627,-416573.4264,370287.4901,-88.89 %,-42078.12388,-4207.81239,10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 186,Intercompany 196,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-51251.16894,-461260.5205,410009.3516,-88.89 %,-58909.38959,7658.22065,-13.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 186,Intercompany 199,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-64800.32855,-64800.32855,0,0.00 %,-58909.38959,-5890.93896,10.00 %
