Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrent Month
24-Oct,Corporate & Hold Co - BL,8525,P&C Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,1917.099641
24-Oct,Corporate & Hold Co - BL,8525,P&C Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,179548.4381
24-Oct,Corporate & Hold Co - BL,8525,P&C Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,6239.798025
24-Oct,Corporate & Hold Co - BL,8525,P&C Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,2412.721903
24-Oct,Corporate & Hold Co - BL,8525,P&C Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,180260.5206
24-Oct,Corporate & Hold Co - BL,8525,P&C Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,41597.44165
24-Oct,Corporate & Hold Co - BL,8525,P&C Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Leave Pay,61106/0000 - Other,SAR,-4616.473968
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 1,Intercompany 182,Digitalization expenses,Other Overheads - Consultancy,Digitalization expenses,63801/1005 - Enhancement - Professional Services,SAR,174627.4686
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 1,Intercompany 182,Digitalization expenses,Other Overheads - Consultancy,Digitalization expenses,63801/1008 - Implementation - Professional Services,SAR,45405.56553
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 1,Intercompany 182,Projects in progress,Current assets,Digitalization cost,12361/1008 - Implementation - Professional Services,SAR,239235.9816
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,7937.279174
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,22270.92011
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,8908.613106
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,7423.640036
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,89081.25224
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Leave Pay,61106/0000 - Other,SAR,-39877.00449
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 281,Intercompany 182,Projects in progress,Current assets,Digitalization cost,12361/1011 - Licenses & Subscriptions,SAR,19296772.89
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 281,Solar Power 1,Projects in progress,Current assets,Digitalization cost,12361/1008 - Implementation - Professional Services,SAR,10174.48384
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 281,Solar Power 1,Projects in progress,Current assets,Digitalization cost,12361/1011 - Licenses & Subscriptions,SAR,109739.6768
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 380,Intercompany 182,Digitalization expenses,Other Overheads - Consultancy,Digitalization expenses,63801/1013 - SW Maintenance - Professional Services,SAR,59060.81029
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 381,Intercompany 182,Projects in progress,Current assets,Digitalization cost,12361/1011 - Licenses & Subscriptions,SAR,107314.5637
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 385,Intercompany 182,Digitalization expenses,Other Overheads - Consultancy,Digitalization expenses,63801/1011 - Licenses & Subscriptions,SAR,990518.3914
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 385,Intercompany 182,Projects in progress,Current assets,Digitalization cost,12361/1011 - Licenses & Subscriptions,SAR,0
24-Oct,Corporate & Hold Co - BL,8526,Enabling Function Digital Factory,Project 365,Intercompany 182,Projects in progress,Current assets,Digitalization cost,12361/1011 - Licenses & Subscriptions,SAR,7351885.099
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Commitments / administration fees,Other Overheads - Finance costs,Bank charges and fees,67204/0000 - Other,SAR,12184.27379
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Commitments / administration fees,Other Overheads - Finance costs,Bank charges and fees,67204/1002 - Bank Charges,SAR,46172.74147
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Commitments / administration fees,Other Overheads - Finance costs,Commitments / administration fees,67201/0000 - Other,SAR,3925504.778
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Commitments / administration fees,Other Overheads - Finance costs,Commitments / administration fees,67201/1021 - Commitment fee – USD loan,SAR,883434.2594
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Commitments / administration fees,Other Overheads - Finance costs,Unwinding of Discount - Financial Liabilities,67208/1003 - Unwinding of Discount on Loan - WEHC,SAR,6917905.583
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Commitments / administration fees,Other Overheads - Finance costs,Upfront fees,67202/1006 - Upfront Fees LTL  (NC) - SBC,SAR,32820915.62
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Commitments / administration fees,Other Overheads - Finance costs,Upfront fees,67202/1007 - Upfront Fees LTL  (NC) - Mizuho,SAR,210390.4713
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Commitments / administration fees,Other Overheads - Finance costs,Upfront fees,67202/1016 - Upfront Fee LTL  (NC) - SMBC,SAR,154286.3456
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Commitments / administration fees,Other Overheads - Finance costs,Upfront fees,67202/1019 - Upfront Fees LTL  (NC) - ADCB,SAR,45444.3447
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Commitments / administration fees,Other Overheads - Finance costs,Upfront fees,67202/1020 - Upfront Fees LTL  (NC) - CCB,SAR,134649.921
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Deferred finance cost amortization - Loans,Other Overheads - Finance costs,Deferred finance cost amortization - Loans,67501/1061 - Deferred finance cost Amortization - SUKUK,SAR,27826624.87
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Deferred finance cost amortization - Loans,Other Overheads - Finance costs,Deferred finance cost amortization - Loans,67501/1077 - Deferred finance cost Amortization - SUKUK 2,SAR,351643.5413
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Dividend paid - Ordinary shares,Dividend paid,Dividend paid - Ordinary shares,91101/0000 - Other,SAR,147671512.9
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Exchange gains / losses ,Other Overheads - Finance costs,Exchange gains / losses - Realized,67601/0000 - Other,SAR,-59165.11849
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,Hedging Expense,67132/1019 - Interest Rate SWAP - SCB,SAR,-54078.7702
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,Interest / commission  expenses - Lease liability,67105/0000 - Other,SAR,382566.8357
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,Interest / commission  expenses - Long term loans,67101/1061 - Sukuk - 2028,SAR,40991103.53
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,Interest / commission  expenses - Long term loans,67101/1077 - SUKUK 2,SAR,2316480526
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,101.2348893
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1001 - Interest income - Banks - SABB,SAR,-2360660.696
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1002 - Interest income - Banks - ANB,SAR,-36823332.75
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1003 - Interest income - Banks - BSF,SAR,-8469644.726
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1004 - Interest income - Banks - Al Rajhi,SAR,-364954.8695
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1007 - Interest income – Banks – SAIB,SAR,-9158136.689
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1009 - Interest income - Banks - Al Jazira,SAR,-82060987.27
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1010 - Interest income – Banks - AlBilad,SAR,-124773.2316
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1012 - Interest income - Banks - Riyad,SAR,-107906.939
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1014 - Interest income - Banks - ABC,SAR,-831586.6601
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1017 - Interest income - Banks - SCB,SAR,-833074.0102
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1027 - Interest income - Banks - ABB,SAR,-575344.1032
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1030 - Interest Income- SNB,SAR,-16896745.42
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest / commission  income - Fixed deposits,43201/1040 - Interest Income - AlInma,SAR,-1299705.765
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Interest / commission  income ,Other income,Interest income - Current accounts,43223/0000 - Other,SAR,-2730.332136
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Entertainment,65503/0000 - Other,SAR,9724.955117
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Events,65506/0000 - Other,SAR,15412.95512
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Gifts and Donations,65505/0000 - Other,SAR,147.2172352
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Seconded staff cost and Allocations,Other Overheads - Staff,Allocation to BD projects,61402/0000 - Other,SAR,-262193.9428
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,3665506.14
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,27865.80341
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,119295.9578
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,27820.15081
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,32534.8088
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1012 - Other Allowance,SAR,1665.140634
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,650705.2154
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Bonus,61104/0000 - Other,SAR,227132.2487
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Leave Pay,61106/0000 - Other,SAR,-43574.98088
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Flexi Benefit,61309/0000 - Other,SAR,104739.1562
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/0000 - Other,SAR,1444.883303
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1002 - Visa Cost      ,SAR,8560.951526
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1001 - Medical insurance,SAR,17758.193
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1002 - Life insurance,SAR,1849.486715
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1001 - Business Travel - Boarding & Lodging,SAR,32428.2304
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1002 - Business Travel - Air fare,SAR,37018.32136
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1003 - Business Travel - Other travel expenses,SAR,1014.631957
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Solar Power 2,Exchange gains / losses ,Other Overheads - Finance costs,Exchange gains / losses - Realized,67601/0000 - Other,SAR,12216.99461
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 227,Service charges income,Other income,Service charges income - Board meeting cost recoveries,43304/0000 - Other,SAR,-40033.48743
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 220,Service charges income,Other income,Service charges income - Board meeting cost recoveries,43304/0000 - Other,SAR,-2081741.346
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Intercompany 204,Exchange gains / losses ,Other Overheads - Finance costs,Exchange gains / losses - Realized,67601/0000 - Other,SAR,-4.300718133
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 1,Solar Power 31,Exchange gains / losses ,Other Overheads - Finance costs,Exchange gains / losses - Realized,67601/0000 - Other,SAR,-4689991.376
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 12,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,8938.631957
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 22,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,8812.190305
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 186,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,33435.45628
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 183,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,1356127.792
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 23,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,314550.9785
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 26,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,488714.0126
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 32,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,76673.85996
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 35,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,21579.37672
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 37,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,37803.79174
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 39,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,131058.5763
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 39,Intercompany 167,Interest / commission  income ,Other income,Interest income - Related parties - ,43221/1002 - LNTP Advance,SAR,-392003.3079
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 42,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,664474.5742
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 237,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,1015489.045
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 237,Intercompany 192,Interest / commission  income ,Other income,Interest income - Related parties - ,43221/1002 - LNTP Advance,SAR,-126475.0449
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 237,Intercompany 233,Interest / commission  income ,Other income,Interest income - Related parties - ,43221/1002 - LNTP Advance,SAR,-8220877.917
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 246,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,395954.3887
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 247,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,221014.2221
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 248,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,25764183.97
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 249,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,12587.73908
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 250,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,121979.8384
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 252,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,7686.554758
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 255,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,0
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 45,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,44354227.38
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 51,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,294277.4237
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 52,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,304950.5925
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 53,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,36820.42639
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 55,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,1331.513465
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 259,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,2343.4614
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 260,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,9296.377917
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 65,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,20033.67118
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 86,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,0
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 97,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,347529.1517
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 97,Intercompany 99,Exchange gains / losses ,Other Overheads - Finance costs,Exchange gains / losses - Unrealized,67602/0000 - Other,SAR,-528035.6732
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 117,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,751177.7334
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 118,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,1987712.509
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 123,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,11623.68881
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 124,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,16260.36266
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 126,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,75550.80431
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 222,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,48467.04997
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 148,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,311124.8654
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 152,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,472560.0404
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 154,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,117435.6119
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 231,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,13797373.32
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 241,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,5615.177439
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 356,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,197105.3321
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 290,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,1273.685817
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 162,Intercompany 182,Interest / commission  expenses - Lease & loans,Other Overheads - Finance costs,LG LC commission,67131/0000 - Other,SAR,150986.86
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 280,Intercompany 182,Other income,Other income,Other income,43403/0000 - Other,SAR,0
24-Oct,Corporate & Hold Co - BL,8601,Office of the CFO,Project 280,Intercompany 182,Other income,Other income,Other income,43403/1027 - Other Income - Interest Rate Swaps (IRS),SAR,-2214691.682
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Audit related consultancy,63101/0000 - Other,SAR,133138.839
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Audit related consultancy,63101/1001 - Annual audit fees  - SOCPA,SAR,398563.7235
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Audit related consultancy,63101/1003 - Quarterly audit review fees,SAR,1678374.932
24-Oct,Corporate & Hold Co - BL,8611,Financial Controls,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Audit related consultancy,63101/1006 - Audit Fee,SAR,243727.5583
